SMILES,logPapp,n_measurements,label_mean,label_median,label_std,label_min,label_max,label_range
CC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)N1CCOCC1)C(C)C)C(=O)C(F)(F)C(F)(F)F,-4.5178499,1,-4.5178499,-4.5178499,,-4.5178499,-4.5178499,0.0
CC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1ccc(C(=O)N2CCOCC2)cc1)C(C)C)C(=O)C(F)(F)C(F)(F)F,-5.098455,1,-5.098455,-5.098455,,-5.098455,-5.098455,0.0
CC(C)CC(N)C(=O)NCC(=O)OC[C@@H]1O[C@H](n2cc(F)c(=O)[nH]c2=O)C[C@H]1O,-5.4206805,1,-5.4206805,-5.4206805,,-5.4206805,-5.4206805,0.0
CC(C)CC(NC(=O)CN)C(=O)OC[C@@H]1O[C@H](n2cc(F)c(=O)[nH]c2=O)C[C@H]1O,-5.2006745,1,-5.2006745,-5.2006745,,-5.2006745,-5.2006745,0.0
CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,-4.7199998,1,-4.7199998,-4.7199998,,-4.7199998,-4.7199998,0.0
CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@]4(O)C[C@@H](O)[C@@H](O)C[C@@]4(C)C3[C@@H](O)C[C@]12C,-4.9000001,1,-4.9000001,-4.9000001,,-4.9000001,-4.9000001,0.0
CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccn21,-4.9593034,1,-4.9593034,-4.9593034,,-4.9593034,-4.9593034,0.0
CC(C)CNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1,-5.0,1,-5.0,-5.0,,-5.0,-5.0,0.0
CC(C)CNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(CCC2C[C@@H]2C)cc(N(C)S(C)(=O)=O)c1,-4.6197886,1,-4.6197886,-4.6197886,,-4.6197886,-4.6197886,0.0
CC(C)COC(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1,-5.1224694,1,-5.1224694,-5.1224694,,-5.1224694,-5.1224694,0.0
CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)CCCCCc1ccccc1,-5.1500001,1,-5.1500001,-5.1500001,,-5.1500001,-5.1500001,0.0
CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)OC(C)(C)C,-4.1799998,1,-4.1799998,-4.1799998,,-4.1799998,-4.1799998,0.0
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,-5.845,2,-5.845,-5.845,0.09192359871153846,-5.9099998,-5.7800002,0.12999959999999966
CC(C)C[C@H]1NC(=O)[C@@H](CC2CCCCC2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)/C=C\c2ccccc2OC1=O,-6.4699998,1,-6.4699998,-6.4699998,,-6.4699998,-6.4699998,0.0
CC(C)C[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)/C=C\c2ccccc2OC1=O,-5.8800001,1,-5.8800001,-5.8800001,,-5.8800001,-5.8800001,0.0
CC(C)Cc1ccc(C(C)C(=O)NO)cc1,-4.6300001,3,-4.6300001,-4.6300001,0.0,-4.6300001,-4.6300001,0.0
CC(C)Cc1ccc(C(C)C(=O)O)cc1,-4.3116877,2,-4.3116877,-4.3116877,0.04481289225769758,-4.3433752,-4.2800002,0.06337499999999974
CC(C)NCC(COc1ccc(CCOCC2CC2)cc1)OC(=O)C1CC1,-4.1300812,1,-4.1300812,-4.1300812,,-4.1300812,-4.1300812,0.0
CC(C)NCC(COc1cccc2ccccc12)OC(=O)C1CC1,-4.1608586,1,-4.1608586,-4.1608586,,-4.1608586,-4.1608586,0.0
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,-4.3156309,1,-4.3156309,-4.3156309,,-4.3156309,-4.3156309,0.0
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,-4.7600002,1,-4.7600002,-4.7600002,,-4.7600002,-4.7600002,0.0
CC(C)NCC(O)COc1ccc(NC=O)cc1,-5.4279842,1,-5.4279842,-5.4279842,,-5.4279842,-5.4279842,0.0
CC(C)NCC(O)COc1cccc2[nH]ccc12,-4.5624337,2,-4.5624337,-4.5624337,0.2086902628092169,-4.71,-4.4148674,0.29513259999999963
CC(C)NCC(O)COc1cccc2ccccc12,-4.52197335,2,-4.52197335,-4.52197335,0.08206193398771974,-4.5799999,-4.4639468,0.11605309999999935
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,-5.54,3,-5.5589170333333335,-5.54,0.19232367795002114,-5.7600002,-5.3767509,0.3832493000000001
CC(C)NC[C@@H](O)COc1ccc(CCOCC2CC2)cc1,-4.8099999,1,-4.8099999,-4.8099999,,-4.8099999,-4.8099999,0.0
CC(C)NC[C@H](COc1ccc(CCOCC2CC2)cc1)OC(=O)C1CC1,-4.52,1,-4.52,-4.52,,-4.52,-4.52,0.0
CC(C)NC[C@H](COc1cccc2ccccc12)OC(=O)C1CC1,-4.5100002,1,-4.5100002,-4.5100002,,-4.5100002,-4.5100002,0.0
CC(C)NS(=O)(=O)n1c(N)nc2ccc(C(C(N)=O)c3cc(F)ccc3F)cc21,-4.5388007,1,-4.5388007,-4.5388007,,-4.5388007,-4.5388007,0.0
CC(C)NS(=O)(=O)n1c(N)nc2ccc(C(C(N)=O)c3cccc(F)c3)cc21,-4.3312736,1,-4.3312736,-4.3312736,,-4.3312736,-4.3312736,0.0
CC(C)OC(=O)[C@H](Cc1ccc(OC(=O)N(C)C)cc1)NC(=O)[C@H]1N(S(=O)(=O)c2cnn(C)c2)CSC1(C)C,-5.1700001,1,-5.1700001,-5.1700001,,-5.1700001,-5.1700001,0.0
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3c(F)c(F)c(F)c(F)c3F)cc21,-4.1999998,1,-4.1999998,-4.1999998,,-4.1999998,-4.1999998,0.0
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3c(F)c(F)cc(F)c3F)cc21,-4.1999998,1,-4.1999998,-4.1999998,,-4.1999998,-4.1999998,0.0
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3cc(F)c(F)c(F)c3)cc21,-4.3299999,1,-4.3299999,-4.3299999,,-4.3299999,-4.3299999,0.0
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3cc(F)cc(F)c3)cc21,-4.2399998,2,-4.2399998,-4.2399998,0.0,-4.2399998,-4.2399998,0.0
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3cc(F)ccc3F)cc21,-4.46,2,-4.46,-4.46,0.0,-4.46,-4.46,0.0
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3ccc(F)c(F)c3)cc21,-4.3600001,2,-4.3600001,-4.3600001,0.0,-4.3600001,-4.3600001,0.0
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3ccc(F)c(F)c3F)cc21,-4.3299999,1,-4.3299999,-4.3299999,,-4.3299999,-4.3299999,0.0
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3ccc(F)cc3)cc21,-4.3299999,2,-4.3299999,-4.3299999,0.0,-4.3299999,-4.3299999,0.0
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3ccc(F)cc3F)cc21,-4.3699999,2,-4.3699999,-4.3699999,0.0,-4.3699999,-4.3699999,0.0
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3cccc(F)c3)cc21,-4.1399999,3,-4.2733332666666675,-4.1399999,0.23094016541087722,-4.54,-4.1399999,0.40000009999999975
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3cccc(F)c3F)cc21,-4.329999900000001,2,-4.329999900000001,-4.329999900000001,0.14142121481595332,-4.4299998,-4.23,0.19999979999999962
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3ccccc3)cc21,-4.3600001,2,-4.3600001,-4.3600001,0.0,-4.3600001,-4.3600001,0.0
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3ccccc3F)cc21,-4.54,1,-4.54,-4.54,,-4.54,-4.54,0.0
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=N/O)c3ccccc3)cc21,-3.8699999,2,-3.8699999,-3.8699999,0.0,-3.8699999,-3.8699999,0.0
CC(C)[C@@H](C(=O)N[C@H](C)Cc1ccc(O)c(C(C)(C)C)c1)N(C)C(=O)[C@@H](N)Cc1ccccc1,-4.9186072,1,-4.9186072,-4.9186072,,-4.9186072,-4.9186072,0.0
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,-5.6791363,3,-5.6791361333333334,-5.6791363,0.04086375000025489,-5.7199998,-5.6382723,0.0817275000000004
CC(C)[C@H](N)C(=O)OC[C@@H]1O[C@H](n2cc(F)c(=O)[nH]c2=O)C[C@H]1O,-6.0100002,1,-6.0100002,-6.0100002,,-6.0100002,-6.0100002,0.0
CC(C)[C@H](N)C(=O)OC[C@H]1O[C@@H](n2ccc(O)nc2=O)[C@@H](O)[C@@H]1O,-5.23,1,-5.23,-5.23,,-5.23,-5.23,0.0
CC(C)[C@H](NC(=O)CCN(C)C)c1cc(Cl)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1,-5.0478787,1,-5.0478787,-5.0478787,,-5.0478787,-5.0478787,0.0
CC(C)[C@H](NC(=O)CCN(C)C)c1cccc(F)c1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1,-5.0,1,-5.0,-5.0,,-5.0,-5.0,0.0
CC(C)[C@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(=O)NCC(F)(F)F,-5.54,1,-5.54,-5.54,,-5.54,-5.54,0.0
CC(C)[C@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(=O)NCCF,-5.8000002,1,-5.8000002,-5.8000002,,-5.8000002,-5.8000002,0.0
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,-5.3099999,1,-5.3099999,-5.3099999,,-5.3099999,-5.3099999,0.0
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@H](O)C[C@H](O)CC(=O)O,-5.309804,1,-5.309804,-5.309804,,-5.309804,-5.309804,0.0
CC(C)c1ccc(NC(=O)c2ccnn2CCc2ccncc2)cc1,-5.0886235,1,-5.0886235,-5.0886235,,-5.0886235,-5.0886235,0.0
CC(C)c1cccc(C(C)C)c1O,-4.77,2,-4.77,-4.77,0.0,-4.77,-4.77,0.0
CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,-5.6999998,1,-5.6999998,-5.6999998,,-5.6999998,-5.6999998,0.0
CC(C)n1c(N)nc2ccc(C(C(N)=O)c3cccc(F)c3F)cc21,-5.1874509,1,-5.1874509,-5.1874509,,-5.1874509,-5.1874509,0.0
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,-4.895062,1,-4.895062,-4.895062,,-4.895062,-4.895062,0.0
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,-3.7777722,1,-3.7777722,-3.7777722,,-3.7777722,-3.7777722,0.0
CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,-5.1684265,1,-5.1684265,-5.1684265,,-5.1684265,-5.1684265,0.0
CC(NC(=O)C(N)CC(N)=O)C(N)=O,-6.5885487,1,-6.5885487,-6.5885487,,-6.5885487,-6.5885487,0.0
CC(NC(=O)[C@@H](N)CCC(=O)OCc1ccccc1)C(=O)O,-5.6912522,1,-5.6912522,-5.6912522,,-5.6912522,-5.6912522,0.0
CC(NC(=O)[C@@H](N)COCc1ccccc1)C(=O)O,-5.9906998,1,-5.9906998,-5.9906998,,-5.9906998,-5.9906998,0.0
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,-3.9519544,1,-3.9519544,-3.9519544,,-3.9519544,-3.9519544,0.0
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,-4.6599998,1,-4.6599998,-4.6599998,,-4.6599998,-4.6599998,0.0
CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,-4.5093193,1,-4.5093193,-4.5093193,,-4.5093193,-4.5093193,0.0
CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-4.3221111,1,-4.3221111,-4.3221111,,-4.3221111,-4.3221111,0.0
CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1.Cl.O,-5.1100001,1,-5.1100001,-5.1100001,,-5.1100001,-5.1100001,0.0
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,-4.6999998,1,-4.6999998,-4.6999998,,-4.6999998,-4.6999998,0.0
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1O,-4.8899999,1,-4.8899999,-4.8899999,,-4.8899999,-4.8899999,0.0
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,-5.489058,1,-5.489058,-5.489058,,-5.489058,-5.489058,0.0
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,-6.0700002,1,-6.0700002,-6.0700002,,-6.0700002,-6.0700002,0.0
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,-6.0250001,1,-6.0250001,-6.0250001,,-6.0250001,-6.0250001,0.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,-6.1524997,1,-6.1524997,-6.1524997,,-6.1524997,-6.1524997,0.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,-5.6999998,1,-5.6999998,-5.6999998,,-5.6999998,-5.6999998,0.0
CC1(C)S[C@H]2[C@@H](NC(=O)Cc3ccccc3)C(=O)N2[C@@H]1C(=O)O,-5.8697934,1,-5.8697934,-5.8697934,,-5.8697934,-5.8697934,0.0
CC1(C)S[C@]2(C)[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,-6.1023731,1,-6.1023731,-6.1023731,,-6.1023731,-6.1023731,0.0
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,-6.3600001,1,-6.3600001,-6.3600001,,-6.3600001,-6.3600001,0.0
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@@H](N)C3=CCC=CC3)[C@H]2SC1,-5.6925039,1,-5.6925039,-5.6925039,,-5.6925039,-5.6925039,0.0
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,-5.61500005,2,-5.61500005,-5.61500005,0.10606608788866007,-5.6900001,-5.54,0.15000009999999975
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,-5.06341435,2,-5.06341435,-5.06341435,0.24524506710147018,-5.2368288,-4.8899999,0.34682889999999933
CC1=C[C@@H]2O[C@@H]3[C@@H](O)C[C@@](C)([C@]2(CO)[C@@H](O)C1=O)[C@]31CO1,-5.3005152,1,-5.3005152,-5.3005152,,-5.3005152,-5.3005152,0.0
CC1CCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)OC1,-4.98,1,-4.98,-4.98,,-4.98,-4.98,0.0
CC1CCC(O)CCC/C=C/c2cc(O)cc(O)c2C(=O)OC1,-5.27,1,-5.27,-5.27,,-5.27,-5.27,0.0
CC1CCC(O)CCCCCc2cc(O)cc(O)c2C(=O)OC1,-4.8200002,1,-4.8200002,-4.8200002,,-4.8200002,-4.8200002,0.0
CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,-5.4000001,1,-5.4000001,-5.4000001,,-5.4000001,-5.4000001,0.0
CC1CCN(C(=O)CC(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,-6.8762317,1,-6.8762317,-6.8762317,,-6.8762317,-6.8762317,0.0
CC1CCN(C(=O)CC(Cc2cccc(N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,-4.997839,1,-4.997839,-4.997839,,-4.997839,-4.997839,0.0
CC1CN(CCCNC(=O)[C@@H](Cc2ccccc2)NC(=O)C2(NC(=O)c3cc4ccccc4s3)CCCC2)CC(C)N1,-5.9593034,1,-5.9593034,-5.9593034,,-5.9593034,-5.9593034,0.0
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1,-5.44092445,2,-5.44092445,-5.44092445,0.001307228306379596,-5.4418488,-5.4400001,0.0018487000000000364
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1C,-4.6603856,2,-4.6603856,-4.6603856,0.0005456035923636853,-4.6607714,-4.6599998,0.0007716000000002055
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-4.7907937,2,-4.7907937,-4.7907937,0.0011224613044555373,-4.7915874,-4.79,0.0015874000000000166
CC1NC(=O)C(CC(=O)O)NC(=O)CNC(=O)CNC(=O)C(C)NC(=O)C(Cc2c[nH]c3ccccc23)NC1=O,-7.0307584,1,-7.0307584,-7.0307584,,-7.0307584,-7.0307584,0.0
CC1OC(O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)C(O)C(O)C1O,-6.2299852,1,-6.2299852,-6.2299852,,-6.2299852,-6.2299852,0.0
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,-4.6599998,1,-4.6599998,-4.6599998,,-4.6599998,-4.6599998,0.0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,-3.824779,3,-3.961593066666667,-3.824779,0.2587249748833955,-4.2600002,-3.8,0.4600002000000005
CCC(=O)NC[C@H]1CN(c2ccc(-c3nncs3)c(F)c2)C(=O)O1,-4.4308991,1,-4.4308991,-4.4308991,,-4.4308991,-4.4308991,0.0
CCC(=O)NC[C@H]1CN(c2ccc(-n3cc(C#N)cn3)c(F)c2)C(=O)O1,-4.3099999,1,-4.3099999,-4.3099999,,-4.3099999,-4.3099999,0.0
CCC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,-5.2198415,1,-5.2198415,-5.2198415,,-5.2198415,-5.2198415,0.0
CCC(=S)NC[C@H]1CN(c2ccc(N3CCN(C(=O)CO)CC3)c(F)c2)C(=O)O1,-4.7423639,1,-4.7423639,-4.7423639,,-4.7423639,-4.7423639,0.0
CCC(=S)NC[C@H]1CN(c2ccc(N3CCN(C=O)CC3)c(F)c2)C(=O)O1,-4.4579659,1,-4.4579659,-4.4579659,,-4.4579659,-4.4579659,0.0
CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,-4.3899999,1,-4.3899999,-4.3899999,,-4.3899999,-4.3899999,0.0
CCC(C)(C)C(=O)O[C@@H]1C[C@H](C)C=C2C=C[C@@H](C)[C@@H](CC[C@@H]3C[C@H](O)CC(=O)O3)[C@@H]21,-5.1700001,1,-5.1700001,-5.1700001,,-5.1700001,-5.1700001,0.0
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,-4.8400002,1,-4.8400002,-4.8400002,,-4.8400002,-4.8400002,0.0
CCC(C)C(=O)O[C@@H]1C[C@@H](O)C=C2C=C[C@@H](C)[C@@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]21,-5.8699999,1,-5.8699999,-5.8699999,,-5.8699999,-5.8699999,0.0
CCC(C)C(N)C(=O)OC[C@@H]1O[C@H](n2cc(F)c(=O)[nH]c2=O)C[C@H]1O,-5.5908804,1,-5.5908804,-5.5908804,,-5.5908804,-5.5908804,0.0
CCC/C=C\CC/C=C/C=C/C(=O)NCC(C)C,-4.6989698,1,-4.6989698,-4.6989698,,-4.6989698,-4.6989698,0.0
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-4.6300001,1,-4.6300001,-4.6300001,,-4.6300001,-4.6300001,0.0
CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C,-4.8458223,2,-4.8458223,-4.8458223,0.16147165186056645,-4.96,-4.7316446,0.22835539999999988
CCCC(CCC)C(=O)O,-4.3200002,1,-4.3200002,-4.3200002,,-4.3200002,-4.3200002,0.0
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,-4.83999995,2,-4.83999995,-4.83999995,0.07071060740797681,-4.8899999,-4.79,0.09999990000000025
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,-6.2600002,1,-6.2600002,-6.2600002,,-6.2600002,-6.2600002,0.0
CCCCC(=O)NS(=O)(=O)c1ccccc1-c1ccc(Cn2c(CCC)nc(CC)c2C(=O)O)c(F)c1,-5.1999998,1,-5.1999998,-5.1999998,,-5.1999998,-5.1999998,0.0
CCCCC(C)OC(=O)COc1ccc(C(=O)CN2CCN(C3CCNCC3)CC2=O)cc1,-5.29,1,-5.29,-5.29,,-5.29,-5.29,0.0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC/C=C/c1ccc(OC)c(OC)c1,-4.8498521,1,-4.8498521,-4.8498521,,-4.8498521,-4.8498521,0.0
CCCCCCC(C)OC(=O)COc1ccc(C(=O)CN2CCN(C3CCNCC3)CC2=O)cc1,-4.7399998,1,-4.7399998,-4.7399998,,-4.7399998,-4.7399998,0.0
CCCCCCC(N)C(=O)N[C@@H](Cc1c(C)cc(O)cc1C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,-6.2223768,1,-6.2223768,-6.2223768,,-6.2223768,-6.2223768,0.0
CCCCCCC(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]1O[C@H](C(N)=O)[C@@H](O)C(O)C1O,-5.79,1,-5.79,-5.79,,-5.79,-5.79,0.0
CCCCCCC(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,-5.4504986,1,-5.4504986,-5.4504986,,-5.4504986,-5.4504986,0.0
CCCCCCCC/C=C\CCCCCCCC(=O)OCC/C=C/c1ccc(OC)c(OC)c1,-5.0101638,1,-5.0101638,-5.0101638,,-5.0101638,-5.0101638,0.0
CCCCCCCCCC(=O)N1CCNCC1,-3.8199999,1,-3.8199999,-3.8199999,,-3.8199999,-3.8199999,0.0
CCCCCCCCCC(=O)NN,-4.1199999,1,-4.1199999,-4.1199999,,-4.1199999,-4.1199999,0.0
CCCCCCCCCC(=O)Nc1ccc(S(=O)(=O)Nc2nncs2)cc1,-5.46,1,-5.46,-5.46,,-5.46,-5.46,0.0
CCCCCCCCCC(=O)O,-4.6799998,1,-4.6799998,-4.6799998,,-4.6799998,-4.6799998,0.0
CCCCCCCCCC(=O)OC,-3.51,1,-3.51,-3.51,,-3.51,-3.51,0.0
CCCCCCCCCCCCc1ccc(S(=O)(=O)Nc2nncs2)cc1,-5.3200002,1,-5.3200002,-5.3200002,,-5.3200002,-5.3200002,0.0
CCCCCCCCOC(=O)c1ccc(O)cc1,-4.8800001,1,-4.8800001,-4.8800001,,-4.8800001,-4.8800001,0.0
CCCCCCOc1cccc(NC(=O)OCC[NH+]2CCCC2)c1.[Cl-],-5.4807429,2,-5.4807429,-5.4807429,0.0010506192554864883,-5.4814858,-5.48,0.0014857999999993154
CCCCCC[C@H](NC(C)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O,-5.9699998,1,-5.9699998,-5.9699998,,-5.9699998,-5.9699998,0.0
CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,-5.140131,1,-5.140131,-5.140131,,-5.140131,-5.140131,0.0
CCCCCOc1cccc(NC(=O)OCCN2CCCC2)c1,-4.77,1,-4.77,-4.77,,-4.77,-4.77,0.0
CCCCCOc1cccc(NC(=O)OCC[NH+]2CCCC2)c1.[Cl-],-4.76977565,2,-4.76977565,-4.76977565,0.00031727881271822464,-4.77,-4.7695513,0.0004486999999997465
CCCCN1C(=O)N(Cc2ccc3[nH]nc(N)c3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,-5.6788902,1,-5.6788902,-5.6788902,,-5.6788902,-5.6788902,0.0
CCCCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1C,-4.85924625,2,-4.85924625,-4.85924625,0.0010661048939945657,-4.8600001,-4.8584924,0.0015076999999994456
CCCCOC(=O)COc1ccc(C(=O)CN2CCN(C3CCN(C(=O)OCc4oc(=O)oc4C)CC3)CC2=O)cc1,-4.3499999,1,-4.3499999,-4.3499999,,-4.3499999,-4.3499999,0.0
CCCCOC(=O)COc1ccc(C(=O)CN2CCN(C3CCNCC3)CC2=O)cc1,-5.79,1,-5.79,-5.79,,-5.79,-5.79,0.0
CCCCOC(=O)COc1ccc(C(=O)CNC(=O)c2cc3c(s2)CCNC3)cc1OCC(=O)OCCCC,-5.1011863,1,-5.1011863,-5.1011863,,-5.1011863,-5.1011863,0.0
CCCCOC(=O)c1ccc(O)cc1,-4.4899998,1,-4.4899998,-4.4899998,,-4.4899998,-4.4899998,0.0
CCCCOc1cccc(NC(=O)OCCN2CCCC2)c1,-4.5900002,1,-4.5900002,-4.5900002,,-4.5900002,-4.5900002,0.0
CCCCOc1cccc(NC(=O)OCC[NH+]2CCCC2)c1.[Cl-],-4.58751345,2,-4.58751345,-4.58751345,0.003516795576231426,-4.5900002,-4.5850267,0.004973500000000186
