SMILES,logPapp
O(C(=O)C(CO)c1ccccc1)C1C[C@@H]2N([C@H](C1)CC2)C,-4.6999998
S(=O)(=O)(Nc1ncccn1)c1ccc(N)cc1,-4.75
S(=O)(=O)(N)c1ccc(N)cc1,-5.2600002
S(=O)(=O)(Nc1ncccc1)c1ccc(N)cc1,-5
S(=O)(=O)(Nc1ncccc1)c1ccc(\N=N\c2cc(C(O)=O)c(O)cc2)cc1,-5.378171
S(=O)(=O)(Nc1onc(C)c1C)c1ccc(N)cc1,-4.9200001
S(=O)(C)c1ccc(cc1)\C=C\1/c2c(cc(F)cc2)C(CC(O)=O)=C/1C,-4.8899999
O1c2c(c(OC)c(OC)c(OC)c2OC)C(=O)C=C1c1ccc(OC)cc1,-4.5300002
O1c2c(c(O)c(O)c(O)c2)C(=O)C=C1c1ccccc1,-5.1399999
OC(=O)c1ccccc1-c1ccc(cc1)Cn1c2c(nc1CCC)c(cc(c2)-c1nc2c(n1C)cccc2)C,-4.8210001
Clc1cc2c(N(C(=O)N)C(=O)C2C(=O)c2sccc2)cc1,-4.5700002
O1CCCC1C(=O)N1CCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1,-4.6100001
s1c2c(S(=O)(=O)N(C)\C(=C(/O)\Nc3ncccc3)\C2=O)cc1,-5.0900002
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](O)[C@]4(CC3)C)CCC2=C1)C,-4.4299998
O=C1N(C)C(=O)N(c2nc[nH]c12)C,-4.3499999
S(C)c1cc2c(N=CN(\C=C\C(O)=O)C2=O)cc1,-4.9850001
s1c(ccc1C(C(O)=O)C)C(=O)c1ccccc1,-4.4099998
O1c2c(c(O)c(O)c(O[C@@H]3O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]3O)c2)C(=O)C=C1c1ccccc1,-6.77
s1nc(N2CCOCC2)c(OC[C@@H](O)CNC(C)(C)C)n1,-4.8930001
s1nc(N2CCOCC2)c(OC[C@@H](OC(=O)C2CC2)CNC(C)(C)C)n1,-4.6350002
s1cc(nc1N=C(N)N)CSCCN\C(=N\C)\NC#N,-5.8800001
O1c2c(C(=O)C=C1c1cc(OC)c(OC)c(OC)c1)c(O)cc(O)c2,-5.0999999
O(C)c1c(OC)cc(cc1OC)Cc1cnc(nc1N)N,-4.46
Fc1cc(F)ccc1N1C=C(C(O)=O)C(=O)c2cc(F)c(nc12)N1C[C@@H]2[C@H](C1)C2N,-4.8099999
OC(=O)C(N)Cc1c2c([nH]c1)cccc2,-5.3899999
O=C(N)C(N)Cc1c2c([nH]c1)cccc2,-4.9200001
O[C@H]1CC[C@]2([C@@H](CC[C@@]3([C@@H]2CC=C2[C@@H]4[C@@H](C)[C@@H](CC[C@@]4(CC[C@]23C)C(O)=O)C)C)C1(C)C)C,-5.5500002
O(CCOCn1c2N=C(NC(c2nc1)=C)N)C(=O)[C@H](N)C(C)C,-5.3499999
O(C)c1cc(ccc1OC)C(C(C)C)(CCCN(CCc1cc(OC)c(OC)cc1)C)C#N,-4.5799999
OC(=O)c1ccccc1,-4.0050001
O(C)c1cc2N([C@@H]3[C@@]4([C@H]5N(CC=C[C@@]5(CC)[C@@H](OC(=O)C)[C@]3(O)C(OC)=O)CC4)c2cc1[C@@]1(c2[nH]c3c(c2CCN2C[C@@](O)(C[C@@H](C1)C2)CC)cccc3)C(OC)=O)C,-5.48
S1CN(S(=O)(=O)c2cn(nc2)C)[C@H](C(=O)N[C@@H](Cc2ccc(OC(=O)N(C)C)cc2)C(OCC)=O)C1(C)C,-5.3699999
S1CN(S(=O)(=O)c2cn(nc2)C)[C@H](C(=O)N[C@@H](Cc2ccc(OC(=O)N(C)C)cc2)C(OC(C)C)=O)C1(C)C,-5.1700001
S1CN(S(=O)(=O)c2cn(nc2)C)[C@H](C(=O)N[C@@H](Cc2ccc(OC(=O)N(C)C)cc2)C(OCC(C)(C)C)=O)C1(C)C,-5.3400002
S1CN(S(=O)(=O)c2cn(nc2)C)[C@H](C(=O)N[C@@H](Cc2ccc(OC(=O)N(C)C)cc2)C(OCOC(=O)C(C)(C)C)=O)C1(C)C,-5.5999999
S1CN(S(=O)(=O)c2cn(nc2)C)[C@H](C(=O)N[C@@H](Cc2ccc(OC(=O)N(C)C)cc2)C(OCCOCCOC)=O)C1(C)C,-5.6900001
O1c2c(cccc2)C(O)=C(C(CC(=O)C)c2ccccc2)C1=O,-4.6300001
O1c2c(C(=O)C=C1c1ccccc1)c(O)cc(O)c2OC,-4.6300001
S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)Cc1ccccc1,-6.0250001
S1c2c(cccc2)C(=O)Cc2cc(ccc12)C(C(O)=O)C,-4.4000001
O1[C@H](CO)[C@@H](N=[N+]=[N-])C[C@@H]1N1C=C(C)C(=O)NC1=O,-5.0599999
OC1(CC1)CN1C2Cc3c(cc(O)cc3)C(CC1)(CC)C2(C)C,-4.96
Brc1[nH]c2c3c1C[C@H]1N(C[C@@H](C=C1c3ccc2)C(=O)N[C@@]1(O[C@]2(O)N([C@@H](CC(C)C)C(=O)N3[C@H]2CCC3)C1=O)C(C)C)C,-5.9099998
O1[C@@]2([C@H](OC1CCC)C[C@H]1[C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C[C@@]12C)C(=O)CO,-4.8899999
O1c2c(\C=C/C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@H](C)C(=O)NCC(=O)N[C@H](Cc3ccccc3)C(=O)N[C@H](CC(C)C)C1=O)cccc2,-5.8800001
O1c2c(\C=C/C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@H](C)C(=O)NCC(=O)N[C@H](CC3CCCCC3)C(=O)N[C@H](CC(C)C)C1=O)cccc2,-6.4699998
O1CC2=C(C=C3N(Cc4c3nc3c(c4)cccc3)C2=O)[C@@](O)(CC)C1=O,-4.1100001
O=C(NCC(CC)C)\C=C\C=C/CCC#CC#CC,-3.78
s1ccnc1NC(=O)c1cc(F)c(NC(=O)CC(C)(C)C)c(F)c1,-4.0599999
s1c(nnc1SCC=1CS[C@H]2N(C=1C(O)=O)C(=O)[C@H]2NC(=O)Cn1nnnc1)C,-6.23
s1cc(nc1N)/C(=N/OC)/C(=O)N[C@H]1[C@H]2SCC(CSC3=NC(=O)C(=O)NN3C)=C(N2C1=O)C(O)=O,-6.7649999
S1C2N(C(=O)C2NC(=O)C(N)c2ccccc2)C(C(O)=O)=C(C1)C,-6.3600001
S1C2N(C(=O)C2NC(=O)C(NC(=O)C)c2ccccc2)C(C(O)=O)=C(C1)C,-6.6300001
Cl.s1cc(nc1N)/C(=C/CC)/C(=O)N[C@H]1[C@H]2SCC(COC(=O)N)=C(N2C1=O)C(OCOC(=O)C(C)(C)C)=O.O,-5.1100001
S(Cc1[nH]cnc1C)CCN\C(=N\C)\NC#N,-5.9000001
Clc1cccc(Cl)c1NC=1NCCN=1,-4.5799999
Clc1cc2N=C(N3CCN(CC3)C)c3c(Nc2cc1)cccc3,-4.5100002
Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)cc1N1CC(N(CC1)C)C,-4.6599998
Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)cc1N1CC(N(CC1)CCC)C,-4.8200002
S(=O)(=O)(N[C@@H](Cc1ccc(cc1)C(N)=N)C(=O)N(C)C1CCCC1)c1cc2c(cc1)cccc2,-6.6989698
n1n(ccc1)Cc1cc(ccc1)C#N,-4.143271
OC(=O)c1cc(ccc1)Cc1ncccn1,-5.2146702
S(=O)(=O)(N)c1ccc(cc1)Cn1c2c(nc1)cccc2,-4.630784
n1c2c(n(c1)Cc1cc(ccc1)C#N)cccc2,-4.1817741
OC(=O)c1cc(ccc1)Cn1nccc1,-5.5331326
n1c2c(n(c1)Cc1cc(N)ccc1)cccc2,-4.2410879
OC(=O)c1ccc(cc1)Cn1c2c(nc1)cccc2,-5.4962091
n1cccnc1Cc1cc(ccc1)CN,-4.5968795
OC(=O)c1ccc(cc1)Cn1nccc1,-5.4365191
S(=O)(=O)(Nc1cc(ccc1)Cn1c2c(nc1)cccc2)C,-4.630784
n1ccn(c1)Cc1cc(ccc1)C#N,-4.1687703
OC(=O)c1ccc(cc1)Cc1ncccn1,-5.2684112
O=C(N)c1cc(ccc1)Cc1ncccn1,-4.4609237
n1cccnc1Cc1cc(ccc1)C#N,-4.1758742
O=C(N)c1cc(ccc1)Cn1c2c(nc1)cccc2,-4.6003261
n1c2c(n(c1)Cc1cc(ccc1)CN)cccc2,-4.5590911
n1ccn(c1)Cc1ccccc1,-4.166853
O=C(N)c1cc(ccc1)Cn1ccnc1,-5.1643095
Clc1ccc(S(=O)(=O)NC)cc1,-4.186419
Clc1ccc(S(=O)(=O)N)cc1,-4.2620125
Clc1cc2c(N(C)C(=O)CN=C2c2ccccc2)cc1,-3.924453
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)CO)[C@]4(C[C@@H]3O)C)CCC2=C1)C,-4.5686364
Clc1cc2c(NC(=O)CN=C2c2ccccc2)cc1,-4.0177288
O(CC(O)CNC(C)C)c1ccc(NC(=O)C)cc1,-5.7447276
Clc1nc(C(=O)NC(N)=N)c(nc1N)N,-6.251812
O(CC(O)CNC(C)C)c1ccccc1CC=C,-3.8376529
O=C1N(N(C)C(=C1)C)c1ccccc1,-3.8905354
Clc1cc2c(NC(=O)C(O)N=C2c2ccccc2)cc1,-4.0409584
S(=O)(=O)(N1CCN(CC1)C)c1cc(C=2NC(=O)c3n(nc(c3N=2)CCC)C)c(OCC)cc1,-4.318759
S(Cc1nc[nH]c1C)CC\N=C(\NC#N)/NC,-6.0420098
O1[C@](O)(CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1CO,-6.5457573
Oc1ccc(cc1)C[C@H](N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N,-7.4317985
Brc1cccc(F)c1CN1C(=O)N(c2cccc(OC)c2F)C(=O)N(C[C@H](N)c2ccccc2)C1=O,-4.8569851
Fc1c(N2C(=O)N(Cc3ccccc3C#N)C(=O)N(C[C@H](N)c3ccccc3)C2=O)cccc1OC,-4.5917602
s1c(C(=O)C)c(nc1NC(=O)N[C@@H]1CCCC[C@H]1CN1C[C@@H](CCC1)Cc1ccc(F)cc1)C,-5.221849
Fc1ccc(cc1)C[C@@H]1CCCN(C1)C[C@@H]1CCCC[C@H]1NC(=O)Nc1cc(ccc1)C(=O)C,-4.9586072
Oc1nc(nc2n(cnc12)[C@@H]1C[C@H](CO)[C@H]1CO)N,-6.0555172
O(CC(O)CNC(C)C)c1ccc(cc1)CCOC,-4.3493013
O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@H](C[C@@H](O)[C@]12C)[C@@]1([C@@H](C[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@@H](O)C5)[C@@H](O)C4)[C@@H](O)C2)CC1)CC3)C,-5.8860564
O=C1N=C(Nc2n(cnc12)COCCOC(=O)[C@@H](N)C(C)C)N,-5.6382723
O(CC(O)CNC(C)C)c1c2c(ccc1)cccc2,-4.4639468
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)CN[C@H](C(=O)NCC(C)C)C)CCC1C[C@@H]1C)C,-4.6197886
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)CN[C@H](C(=O)NCC(C)C)C)C(=O)N[C@H](C)c1ccc(F)cc1)C,-5
Clc1cccc(-c2cc(F)c(nc2)[C@H](NC(=O)C2(NC(=O)C(F)(F)F)CC2)C)c1C(OCC)=O,-4.5528421
Clc1cc(c(-c2nn(nn2)C)c(F)c1)-c1cc(F)c(cc1)[C@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)C,-4.6382723
Clc1cc(Cl)cc(c1-c1nc(on1)C)-c1cc(F)c(cc1)[C@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)C,-4.6382723
Clc1cc(Cl)cc(-c2cc(F)c(nc2)[C@H](NC(=O)C2(NC(=O)C(F)(F)F)CC2)C)c1C(OC)=O,-4.5376019
Clc1cc(c(cc1)-c1nn(nn1)C)-c1cc(F)c(cc1)[C@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)C,-4.5528421
Clc1cc(Cl)cc(-c2cc(F)c(cc2)[C@H](NC(=O)C2(NC(=O)C(F)(F)F)CC2)C)c1C(OCC)=O,-4.6020598
Clc1cc(Cl)cc(-c2cc(F)c(nc2)[C@H](NC(=O)C2(NC(=O)C(F)(F)F)CC2)C)c1C(OCC)=O,-4.6020598
Clc1cccc(-c2cc(F)c(nc2)[C@H](NC(=O)C2(NC(=O)C(F)(F)F)CC2)C)c1C(OC)=O,-4.6020598
Clc1cc(c(cc1)-c1nc(on1)C)-c1cc(F)c(cc1)[C@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)C,-4.5086384
Clc1cccc(-c2cc(F)c(cc2)[C@H](NC(=O)C2(NC(=O)C(F)(F)F)CC2)C)c1C(OC)=O,-4.4685211
FC(F)(F)c1nn2c(C=CC=C2)c1Cc1ccc(cc1)C(=O)N[C@@H]1CCOC[C@@H]1C(=O)NO,-5.7447276
O1C[C@H](C(=O)NO)[C@H](NC(=O)c2ccc(cc2)Cc2c3n(nc2C(C)(C)C)C=CC=C3)CC1,-5.3665314
o1cc(cc1)CN(C(=O)c1cc(cc(OCC2(CC2)CON=C(N)N)c1)C)CCC,-5.3872161
Fc1c(CC(=O)NCCONC(N)=N)c(ccc1NCC(F)(F)c1ncc(cc1)C)C#N,-6.188375
Fc1c(CC(=O)NCCONC(N)=N)c(ccc1NCC(F)(F)c1ccccc1)C#N,-5.6479244
Fc1c(CC(=O)NCCONC(N)=N)c(ccc1NCC(F)(F)c1cc(F)ccc1)C#N,-5.7414021
Fc1c(CC(=O)NCc2ccc(nc2C)N)c(ccc1NCC(F)(F)c1ncccc1)C#N,-5.1474957
Fc1c(CC(=O)NCCON(C(N)=N)C)c(ccc1NCC(F)(F)c1ncccc1)C#N,-6.3723636
Fc1c(CC(=O)NCCONC(N)=N)c(ccc1NCC(F)(F)c1cc(F)c(F)cc1)C#N,-5.9430285
s1cccc1[C@]12[C@H](C1)CNC2,-4.7544875
[nH]1c2c(c3c1cccc3)ccnc2C,-5.223299
FC(F)(F)c1cc(NC(=O)C(C)C)ccc1N(O)O,-4.3233066
OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1,-5.3665314
Fc1cc(ccc1-c1ccccc1)C(C(O)=O)C,-4.696804
Fc1cc(F)ccc1-c1cc(C(O)=O)c(O)cc1,-4.7351823
O(C)c1cc(ccc1OC)Cc1nccc2c1cc(OC)c(OC)c2,-4.4529643
[Cl-].O1c2c3c(cc-4[n+](CCc5c-4cc4OCOc4c5)c3)ccc2OC1,-4.9574246
Clc1ccc(cc1)[C@@H]1O[C@@H](C)[C@H](N)CO1,-4.9279342
O1[C@H](OC[C@@H](N)[C@@H]1C)c1ccc(N(O)O)cc1,-4.8885694
O1CC(N)COC1C(=C)c1ccccc1,-4.9913998
O1[C@@H](C)[C@H](N)CO[C@@H]1C(=C)c1ccccc1,-4.9880071
Clc1ccc(cc1)[C@@H]1O[C@@H](C)[C@H](NC(=O)Cc2ccccc2)CO1,-4.9920392
O1CC(NC(=O)Cc2ccccc2)COC1C(=C)c1ccccc1,-5.0498786
O1[C@@H](C)[C@H](NC(=O)Cc2ccccc2)CO[C@@H]1C(=C)c1ccccc1,-5.0503659
Clc1cc(c(nc1)-c1ccc(nc1)C)-c1ccc(S(=O)(=O)C)cc1,-4.2814984
S(CCC)c1cc2[nH]c(nc2cc1)NC(OC)=O,-5.1870866
O(C)c1cc2C3N(CC(CC(C)C)C(O)C3)CCc2cc1OC,-4.5986857
OC(=O)[C@@H](N)Cc1ccccc1,-4.6789713
[Cl-].O(CCCCC)c1cc(NC(OCC[NH+]2CCCC2)=O)ccc1,-4.7695513
O1c2c(OCC1C\N=C(\N)/N)cccc2,-4.8195872
O1[C@H](COC2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H](O)C1O[C@@]1(O[C@H](CO)[C@@H](O)[C@@H]1O)CO,-7.309804
O=C1CC[C@]2([C@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)CO)[C@]4(CC3=O)C)CCC2=C1)C,-4.5086384
S(=O)(=O)(Nc1ccc(cc1)C(O)CNC(C)C)C,-5.3767509
Clc1cc2NC(=O)N(c2cc1)C1CCN(CC1)CCCN1c2c(NC1=O)cccc2,-5.4202166
O=C1C=C2CC[C@@H]3[C@@H]([C@@]2(C=C1)C)[C@@H](O)C[C@]1([C@H]3CC[C@]1(O)C(=O)CO)C,-5.4436975
SC[C@H](C(=O)N1CCC[C@@H]1C(O)=O)C,-4.8153086
N(CC\C=C/1\c2c(CCc3c\1cccc3)cccc2)(C)C,-3.9006648
O(c1cc(ccc1)C(C(O)=O)C)c1ccccc1,-4.9469213
OC(=O)c1ccccc1Nc1cccc(C)c1C,-4.7471471
O[C@@H]1CC[C@H]2[C@@H](C[C@H]3N(CCc4c5c([nH]c34)cccc5)C2)[C@@H]1C(OC)=O,-4.8124795
O=C(NC(C(=O)N)C)C(N)CC(=O)N,-6.5885487
O(C)c1cc2[C@@]34[C@@H]([C@H](N(CC3)C)Cc2cc1)CCCC4,-4.628932
S1[C@]2(N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1)C,-6.1023731
s1cc(nc1N)/C(=C\CC(O)=O)/C(=O)NC1C2SCC=C(N2C1=O)C(O)=O,-6.0604806
O=C1NC(=O)NC1(c1ccccc1)c1ccccc1,-4.5293937
Clc1cc2N(c3c(Sc2cc1)cccc3)CCCN(C)C,-5.062984
n1cc(ccc1)C1N(CCC1)C,-4.6084766
S(=O)(=O)(Nc1ncccc1)c1ccc(N)cc1,-4.6675615
Clc1cc2c(N(C)C(=O)CN=C2c2ccccc2)cc1,-4.1738386
O1[C@H](CO)[C@@H]([N-][NH+]=N)C[C@@H]1N1C=C(C)C(=O)NC1=O,-5.1850867
O(CC(O)CNC(C)C)c1ccc(NC(=O)C)cc1,-5.6009035
Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)cc1N1CCNCC1,-5.3159404
O1[C@H]2O[C@H](OC(=O)CCC(O)=O)[C@@H]([C@H]3[C@@]24OOC1(CC[C@H]4[C@@H](CC3)C)C)C,-5.4001169
[Cl-].O(CC)c1cc(NC(OCC[NH+]2CCCC2)=O)ccc1,-4.5528421
[Cl-].O(CCC)c1cc(NC(OCC[NH+]2CCCC2)=O)ccc1,-4.5686364
[Cl-].O(CCCC)c1cc(NC(OCC[NH+]2CCCC2)=O)ccc1,-4.5850267
[Cl-].O(CCCCCC)c1cc(NC(OCC[NH+]2CCCC2)=O)ccc1,-5.4814858
S1[C@H]2N(C(C(O)=O)=C(C1)C)C(=O)[C@H]2NC(=O)[C@@H](N)C=1CC=CCC=1,-5.6925039
Fc1c(c2c(N(CC(C(O)=O)C2=O)C2CC2)cc1N1CC(NCC1)C)C,-4.9825492
Clc1cccc(Cl)c1\C=N\N=C(\N)/N,-4.3634119
O=C(Nc1c(cccc1C)C)CN(CC)CC,-4.2099967
FC(F)(F)c1ccc(OC(CCNC)c2ccccc2)cc1,-4.9299622
s1cc(nc1\N=C(\N)/N)CSCC/C(=N\S(=O)(=O)N)/N,-5.9488473
O=C1N=C(Nc2n(cnc12)[C@@H]1C[C@H](CO)[C@H]1CO)N,-6.0555172
O=C1NC=C(C=C1N)c1ccncc1,-4.7544875
o1nc2c(n1)cccc2C1C(C(OC(C)C)=O)=C(NC(C)=C1C(OC)=O)C,-4.0545316
ON1C(N)=CC(=NC1=N)N1CCCCC1,-4.9956784
S(=O)(Cc1ncc(C)c(OC)c1C)c1[nH]c2cc(OC)ccc2n1,-4.1706963
Fc1cc2c(N(C=C(C(O)=O)C2=O)CC)cc1N1CCN(CC1)C,-4.6020598
O[C@H]([C@@H](NC)C)c1ccccc1,-4.9913998
Oc1c(CO)c(cnc1C)CO,-5.1524272
Fc1ccc(cc1)-c1n(CC[C@H](O)C[C@H](O)CC(O)=O)c(C(C)C)c(C(=O)Nc2ccccc2)c1-c1ccccc1,-5.309804
O=C(NCC(C)C)\C=C\C=C\CC\C=C/C=C\C,-4.2441254
O=C(NCC(C)C)\C=C\C=C\CC\C=C/CCC,-4.6989698
OC(=O)\C=C\c1nc(ccc1)/C(=C\CN1CCCC1)/c1ccc(cc1)C,-5.720623
Clc1cc2c(-n3c(nnc3C)CN=C2c2ccccc2)cc1,-4.2572265
O(CC(O)CNC(C)C)c1ccccc1CC=C,-4.3702068
Clc1nc(C(=O)N=C(N)N)c(nc1N)N,-5.6300001
O=C1N(N(C)C(C)=C1N(C)C)c1ccccc1,-4.3894196
N(CCC=C1c2c(CCc3c1cccc3)cccc2)(C)C,-4.2600002
N[C@H](Cc1ccccc1)C,-4.3899999
S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C(N)c1ccccc1,-6.0700002
O1C2OC3(OOC24C(CCC(C4CC3)C)C(C)C1OC(=O)CCC(O)=O)C,-5.4000001
Fc1ccc(cc1)Cn1c2c(nc1NC1CCN(CC1)CCc1ccc(OC)cc1)cccc2,-5.1500001
Fc1ccc(cc1)-c1n(CC[C@@H](O)C[C@@H](O)CC(O)=O)c(C(C)C)c(C(=O)Nc2ccccc2)c1-c1ccccc1,-5.3099999
O(CC(O)CNC(C)C)c1ccc(cc1)CCOCC1CC1,-4.3156309
S(=O)(=O)(CC(O)(C(=O)Nc1cc(C(F)(F)F)c(cc1)C#N)C)c1ccc(F)cc1,-4.6599998
O(CC(O)CNC(C)C)c1ccc(cc1)COCCOC(C)C,-4.7600002
Brc1cc2c(NC(=O)CN=C2c2ncccc2)cc1,-4.4000001
Brc1[nH]c2c3c1C[C@H]1N(C[C@@H](C=C1c3ccc2)C(=O)N[C@@]1(O[C@]2(O)N([C@@H](CC(C)C)C(=O)N3[C@H]2CCC3)C1=O)C(C)C)C,-5.7800002
Brc1ccc(cc1)C(CCN(C)C)c1ncccc1,-4.6599998
O1[C@@]2([C@H](OC1CCC)C[C@H]1[C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C[C@@]12C)C(=O)CO,-4.79
Clc1cc(ccc1)C(=O)C(NC(C)(C)C)C,-3.9519544
Clc1cc2c(N(C)C(=O)C(OC(=O)N(C)C)N=C2c2ccccc2)cc1,-4.46
SC[C@H](C(=O)N1CCC[C@H]1C(O)=O)C,-4.8200002
S1C2N(C(=O)C2NC(=O)C(=NOC)c2occc2)C(C(O)=O)=C(C1)COC(=O)N,-6.29
S(=O)(=O)(N)c1ccc(-n2nc(cc2-c2ccc(cc2)C)C(F)(F)F)cc1,-4.8050604
S1[C@H]2N(C(C(O)=O)=C(C1)C)C(=O)[C@H]2NC(=O)[C@H](N)C=1CC=CCC=1,-5.54
Clc1ccc(cc1)C(N1CCN(CC1)CCOCC(O)=O)c1ccccc1,-5.5
Clc1cc2nccc(NC(CCCN(CC)CC)C)c2cc1,-4.5500002
Clc1ccc(cc1)C(CCN(C)C)c1ncccc1,-4.2800002
Clc1cc2N(c3c(Sc2cc1)cccc3)CCCN(C)C,-4.75
Clc1cc\2c(Sc3c(cccc3)/C/2=C/CCN(C)C)cc1,-4.7399998
Clc1c2c(C(O)=C3[C@H](C[C@@H]4[C@@](O)(C(O)=C(C(=O)N)C(=O)[C@H]4N(C)C)C3=O)[C@@]2(O)C)c(O)cc1,-6.3200002
Clc1cc2NC(Oc2cc1)=O,-4.1900001
Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)cc1N1CCNCC1,-5.4099998
O1[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@@H](C[C@](OC)(C)[C@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](OC)(C2)C)[C@@H](C)C1=O)C,-5.4699998
Clc1cccc(Cl)c1NC=1NCCN=1,-4.497726
Clc1cc2NC(N3CCN(CC3)C)=C3C(=Nc2cc1)C=CC=C3,-4.5100002
O1C2C34C(C(N(CC3)C)Cc3c4c1c(OC)cc3)C=CC2O,-4.2800002
O1NC(=O)C(N)C1,-5.4400001
o1ncc2C[C@]3([C@H]4[C@@H]([C@H]5CC[C@](O)(C#C)[C@@]5(CC4)C)CCC3=Cc12)C,-4.561461
O(C)c1cc2C34C(C(N(CC3)C)Cc2cc1)CCCC4,-4.7399998
Clc1cc2c(N(C)C(=O)CN=C2c2ccccc2)cc1,-4.3899999
Clc1cccc(Cl)c1Nc1ccccc1CC(O)=O,-4.460681
Fc1cc(F)ccc1-c1cc(C(O)=O)c(O)cc1,-4.7399998
O1CC(=CC1=O)C1CC[C@]2(O)[C@H]3[C@H](C[C@@H](O)[C@]12C)[C@]1([C@@H](C[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@@H](O)C5)[C@@H](O)C4)[C@@H](O)C2)CC1)CC3)C,-5.6316042
S1c2c(N(CCN(C)C)C(=O)[C@H](OC(=O)C)[C@@H]1c1ccc(OC)cc1)cccc2,-4.4043612
Clc1cc2NC(=O)N(c2cc1)C1CCN(CC1)CCCN1c2c(NC1=O)cccc2,-5.4099998
Clc1cc2c(NC(O[C@]2(C#CC2CC2)C(F)(F)F)=O)cc1,-4.0500002
O(C)c1cc2c(cc1OC)CCN[C@@H]2C[C@H]1C[C@@H]2N(C[C@@H]1CC)CCc1cc(OC)c(OC)cc12,-5.6900001
OC(=O)[C@@H]1N(CCC1)C(=O)[C@@H](N[C@H](CCc1ccccc1)C(O)=O)C,-5.8800001
O=C1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C(=CC(=O)C=C1)C(C3)=C)C,-4.3299999
OC(C(NC)C)c1ccccc1,-4.9899998
S=C(N)c1cc(ncc1)CC,-4.4000001
Clc1cc(c(nc1)-c1ccc(nc1)C)-c1ccc(S(=O)(=O)C)cc1,-4.2800002
Clc1c(cccc1Cl)C1C(C(OCC)=O)=C(NC(C)=C1C(OC)=O)C,-4.640985
O(c1cc(ccc1)C(C(O)=O)C)c1ccccc1,-4.9499998
Fc1cc(F)ccc1C(O)(Cn1ncnc1)Cn1ncnc1,-4.5524945
O(C(CCNC)c1ccccc1)c1ccc(cc1)C,-4.5500002
Fc1c2O[C@@H]3[C@H](Oc2ccc1)CNC3,-3.729485
S1c2c(cc(cc2)C(F)(F)F)\C(\c2c1cccc2)=C/CCN1CCN(CC1)CCO,-4.8899999
FC(F)(F)c1cc(NC(=O)C(C)C)ccc1N(O)O,-4.3200002
Fc1ccc(cc1)-c1c2c(n(C(C)C)c1\C=C\[C@H](O)C[C@H](O)CC(O)=O)cccc2,-5.6999998
O=C1NC(=Nc2n(cnc12)COC(CO)CO)N,-6.1012278
S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(cc1)CCNC(=O)c1ncc(nc1)C,-4.7199998
OC(=O)C(N)CCC(O)=O,-6.0700002
Fc1c(c2c(N(C=C(C(O)=O)C2=O)C2CC2)cc1N1CC(NCC1)C)C,-4.8899999
